Subject	Activity	Activity Name	tBodyAcc.std...X	tBodyAcc.std...Y	tBodyAcc.std...Z	tGravityAcc.std...X	tGravityAcc.std...Y	tGravityAcc.std...Z	tBodyAccJerk.std...X	tBodyAccJerk.std...Y	tBodyAccJerk.std...Z	tBodyGyro.std...X	tBodyGyro.std...Y	tBodyGyro.std...Z	tBodyGyroJerk.std...X	tBodyGyroJerk.std...Y	tBodyGyroJerk.std...Z	tBodyAccMag.std..	tGravityAccMag.std..	tBodyAccJerkMag.std..	tBodyGyroMag.std..	tBodyGyroJerkMag.std..	fBodyAcc.std...X	fBodyAcc.std...Y	fBodyAcc.std...Z	fBodyAccJerk.std...X	fBodyAccJerk.std...Y	fBodyAccJerk.std...Z	fBodyGyro.std...X	fBodyGyro.std...Y	fBodyGyro.std...Z	fBodyAccMag.std..	fBodyBodyAccJerkMag.std..	fBodyBodyGyroMag.std..	fBodyBodyGyroJerkMag.std..	tBodyAcc.mean...X	tBodyAcc.mean...Y	tBodyAcc.mean...Z	tGravityAcc.mean...X	tGravityAcc.mean...Y	tGravityAcc.mean...Z	tBodyAccJerk.mean...X	tBodyAccJerk.mean...Y	tBodyAccJerk.mean...Z	tBodyGyro.mean...X	tBodyGyro.mean...Y	tBodyGyro.mean...Z	tBodyGyroJerk.mean...X	tBodyGyroJerk.mean...Y	tBodyGyroJerk.mean...Z	tBodyAccMag.mean..	tGravityAccMag.mean..	tBodyAccJerkMag.mean..	tBodyGyroMag.mean..	tBodyGyroJerkMag.mean..	fBodyAcc.mean...X	fBodyAcc.mean...Y	fBodyAcc.mean...Z	fBodyAccJerk.mean...X	fBodyAccJerk.mean...Y	fBodyAccJerk.mean...Z	fBodyGyro.mean...X	fBodyGyro.mean...Y	fBodyGyro.mean...Z	fBodyAccMag.mean..	fBodyBodyAccJerkMag.mean..	fBodyBodyGyroMag.mean..	fBodyBodyGyroJerkMag.mean..	fBodyAcc.meanFreq...X	fBodyAcc.meanFreq...Y	fBodyAcc.meanFreq...Z	fBodyAccJerk.meanFreq...X	fBodyAccJerk.meanFreq...Y	fBodyAccJerk.meanFreq...Z	fBodyGyro.meanFreq...X	fBodyGyro.meanFreq...Y	fBodyGyro.meanFreq...Z	fBodyAccMag.meanFreq..	fBodyBodyAccJerkMag.meanFreq..	fBodyBodyGyroMag.meanFreq..	fBodyBodyGyroJerkMag.meanFreq..
12	5	STANDING	1959.721311	1464.590164	1919.016393	2126.098361	1654.409836	1557.229508	1834.065574	1704.540984	1939.360656	1729.639344	2008.819672	1914.114754	1841.901639	2040.360656	2009.065574	1727.737705	1727.737705	1670.95082	1780.655738	1967.131148	1976.540984	1564.360656	1926.098361	1860.622951	1710.868852	1950.344262	1711.901639	2009.967213	1951.311475	1911.327869	1661.016393	1783.655738	1967.442623	1501.278689	1370.836066	1354.442623	2261.983607	663.6557377	1137.901639	2052.032787	1558.918033	1495.95082	1270.540984	1365.606557	1631.655738	1406.557377	1348.393443	1333.377049	1716.04918	1716.04918	1871.163934	1775.377049	1979.393443	1914.098361	1516.57377	1896.229508	1882.557377	1755.245902	1927.754098	1710.131148	2004.721311	1919.885246	1668.180328	1686.688525	1881.295082	1975.934426	1848.409836	1142.95082	1543.852459	2262.852459	1274.04918	1738.163934	1469.196721	1385.934426	1399.065574	1514.327869	1480.42623	1222.704918	1183.836066
12	6	LAYING	1509.283333	1645.566667	1943.416667	1155.683333	2041.216667	1873.783333	1570.066667	1689.666667	1969.483333	2050.05	1870.766667	1887.05	1905.433333	1741.866667	1782.083333	1735.833333	1735.833333	1631.7	1952.116667	1803.833333	1498.716667	1775.066667	1958.983333	1613.516667	1686.4	1961.866667	2070	1902.9	1950.783333	1938.316667	1614.383333	2015	1795.933333	1397.566667	1051.45	1295.433333	266.55	2725	1416.3	1876.733333	1629.7	1379.583333	1351.933333	1493.883333	1928.616667	1172.883333	1312.85	1298.7	1657.45	1657.45	1784.966667	1867.316667	1823.666667	1522.6	1637.95	1959.816667	1608.083333	1747.033333	1964.516667	1935.1	1817.516667	1822.266667	1641.033333	1649.533333	1934.65	1817.383333	1301.516667	1900.3	1804.566667	1682.1	1542.783333	1813.116667	1703.983333	1467.45	1559.583333	1490.95	1388.683333	1447.566667	1227.1
13	1	WALKING	649.9824561	1962.526316	987.6315789	1218.614035	1331.350877	1315.22807	579.7017544	1686.789474	326.9649123	615.5614035	358.3684211	598.6140351	739	619.4736842	462.4912281	465.877193	465.877193	647.1403509	364.9473684	422.6140351	663.0526316	1736.175439	929.754386	592.4912281	1782.684211	335.5438596	659.9122807	336.5614035	694.9122807	720.9649123	960.3859649	528.7894737	287.4561404	1461.631579	1724.245614	1820.666667	1280.929825	1067.175439	1225.982456	838.5263158	1173.421053	1452.947368	1750.824561	1196.701754	1192.017544	1621.22807	1804.754386	1447.122807	539.9824561	539.9824561	635.1578947	419.5964912	149.7719298	577.4210526	1872.526316	560.2105263	477.2105263	1469.473684	385.7368421	1356.017544	654.877193	357.3684211	354.4210526	488.2280702	442.8245614	360.4561404	701.6491228	1549.491228	1888.175439	793.4385965	1389.140351	1086.824561	1750.789474	1931.596491	1963.596491	1899.315789	1364.842105	2269.54386	1780.824561
13	2	WALKING_UPSTAIRS	495.3272727	1683.672727	738.8181818	764.8363636	660.0727273	716.4181818	894.9272727	702.5636364	1015.018182	851	445.0363636	432.7272727	1078.2	844.5090909	807.0363636	558.7090909	558.7090909	783.2727273	588.5272727	885.8909091	417.6181818	1746.545455	892.8363636	951.5272727	851.2363636	1002.127273	808.6363636	370.1272727	318.9454545	627.6727273	820.8181818	619.9272727	917.3454545	1322.018182	2006.181818	1767.454545	844.7636364	1363.763636	856.4181818	713.2	1201.363636	1562.236364	1963.981818	1841.781818	1020.381818	1564.545455	1726.945455	1474.909091	990.8545455	990.8545455	901.0363636	566.5454545	948.1818182	720.7090909	1287.854545	731.7636364	933.4545455	648.8909091	1007.854545	864.7636364	667.3272727	599.9636364	611.6545455	730.6181818	697.0181818	872.2181818	1518.454545	761.1636364	778.4909091	939.1636364	1816.581818	1365.363636	1145.272727	1284.818182	1172.745455	592.1636364	1053.781818	1218.654545	1330.109091
13	3	WALKING_DOWNSTAIRS	1290.446809	1452.297872	803.4468085	769.5319149	677.3617021	601.4893617	1311.957447	901.8297872	236.9787234	691.9787234	976.1489362	495.2553191	637.4893617	755.6382979	463.8723404	1553.191489	1553.191489	1401.404255	494.0212766	661.787234	1297.510638	1155.978723	611.2978723	1174.574468	1031.574468	222.212766	693.7021277	816.9574468	616.6808511	367.0425532	1391.276596	492.7659574	519.2765957	1703.446809	1816.851064	2035.531915	1818.702128	610.212766	1107.468085	898.8510638	1408.978723	1376.170213	1882.723404	1688.255319	1131.787234	1576.382979	1419.06383	1297.489362	1455.574468	1455.574468	760.4680851	1208.978723	247.2978723	1380.212766	1292.595745	911.6382979	1090.234043	763.9574468	438.4042553	695.3829787	1155.212766	762.3829787	2052.191489	1459.425532	556.1702128	574.1276596	1244.617021	1155.87234	1531.042553	833.1489362	1432.212766	1076.234043	1238.106383	1945.468085	1559.319149	1559.93617	1195.255319	2211.723404	1692.06383
13	4	SITTING	2362.734694	1794.326531	2277.020408	2202.285714	1961.142857	2094.959184	2445.142857	2215.44898	2349.836735	2442.877551	2347.673469	2084.040816	2505.183673	2429.408163	2307.122449	2139.653061	2139.653061	2182.306122	2312.306122	2452.530612	2341.938776	1882.897959	2264.142857	2481.183673	2222.387755	2380.530612	2442.816327	2325.102041	2116.020408	2299.959184	2174.77551	2346.163265	2416.367347	1508	956.4693878	1168.591837	1881.22449	2007.938776	1372.612245	1938.612245	1611.877551	1448.897959	1016.020408	1469.591837	1541.714286	1287.408163	1240.122449	1726.510204	2094.795918	2094.795918	2420.183673	2178.836735	2503.612245	2378.122449	1934.510204	2293.346939	2477.897959	2258.367347	2322.591837	2370.755102	2376.183673	2102.204082	2087.653061	2189.612245	2350.795918	2480.265306	1919.77551	1526.77551	1707.020408	2167.530612	1912.22449	2010.081633	2018.857143	1309.55102	1508.040816	1752.22449	1873.081633	1423.040816	1682.857143
13	5	STANDING	2230.157895	1557.912281	2103.45614	2304.438596	1761.824561	1968.508772	2225.824561	1984.157895	2372.368421	1964.333333	2120.736842	2064.77193	2121.54386	2179	2130.789474	1994.842105	1994.842105	2091.035088	2107.403509	2166.912281	2211.122807	1638.596491	2064.333333	2234.403509	1992.315789	2377.421053	1945.263158	2102.192982	2099.894737	2159.701754	2072.210526	2137.473684	2177.929825	1464.912281	1289.614035	1176.263158	1859.157895	804.2280702	1156.192982	2084.210526	1761.982456	1469.350877	1127.087719	1658	1867.596491	1208.22807	1438.280702	1429.754386	1900.614035	1900.614035	2287.807018	1953.754386	2144.175439	2245.649123	1672.614035	2248.245614	2284.491228	2032.666667	2353.280702	1947.070175	2161.912281	2080.929825	1979.421053	2103.754386	2137.45614	2164.280702	1963.105263	1241.666667	1601.666667	2159.982456	1692	2071.035088	1294.701754	1483.877193	1180.736842	1580.859649	1831.403509	1355.105263	1665.982456
13	6	LAYING	1756.935484	1620.322581	1991.532258	1536.209677	1973.935484	1907.612903	1983.258065	2153.129032	2193.451613	2096.193548	2001.532258	2187.806452	2285.032258	1962.193548	2357.048387	1872.354839	1872.354839	1975.725806	2096.854839	2002.564516	1715.741935	1700.5	1968.129032	2007.16129	2139.403226	2155.241935	2083.725806	1976.290323	2217.225806	2022.016129	1937.774194	2134.983871	1931.306452	1332.580645	962.6451613	994.8225806	74.48387097	2572.903226	2326.370968	2017.790323	1651.548387	1360.467742	1429.112903	1524.290323	1888.322581	1457.645161	1288.16129	1400.354839	1846.564516	1846.564516	2187.758065	1949.080645	2164.112903	1871.83871	1841.983871	2127.612903	2034.790323	2210.370968	2208.516129	2093.193548	2063.967742	2233.870968	1903.887097	2009.145161	2119.322581	2076.822581	1608.16129	1484.951613	1471.354839	1994.709677	2105.306452	2022.629032	1714.919355	1569.806452	1846.790323	1378.677419	1862.709677	1611.645161	1139.516129
18	1	WALKING	737.5	430.25	821.2142857	1560.160714	1648.107143	1713.035714	627.875	498.5357143	935.625	1284.75	702.1428571	978.4821429	929.5	884.8214286	1121.375	895.1607143	895.1607143	732.625	1147.267857	1075.392857	739.6785714	530.1607143	823.4821429	620.3214286	479.1428571	933.5178571	1290.660714	590.25	944.6785714	1071.196429	724.1071429	1211.910714	1111.875	1447.232143	1950.160714	1755.839286	1507.803571	923.0178571	1477.482143	693.0178571	1270.392857	1432.303571	1530.517857	1087.053571	1234.410714	1279.446429	1472.839286	1422.982143	627	627	707.8392857	1030.464286	955.1607143	686.8392857	484.9464286	898.875	727.6071429	614.3392857	918.3571429	1139.428571	862.375	1059.553571	768.1071429	716.1071429	1121.857143	1050.928571	1172.785714	1793	1371.375	813.125	957.625	965.2678571	1662.982143	1013.214286	920.75	1819.589286	1231.071429	2067.839286	1846.875
18	2	WALKING_UPSTAIRS	757.2068966	472.2758621	539.8965517	885.5344828	932.1896552	691.1724138	1030.344828	926.7586207	1247.258621	970.1034483	750.1551724	770.7758621	1316.517241	1259.551724	1255	688.2586207	688.2586207	997.9482759	899.9482759	1348.982759	668.7068966	518.6034483	394.1896552	1065.37931	935.3103448	1245.137931	916.2241379	591.8793103	730.4482759	719.0862069	982.9310345	802.1896552	1357.224138	1466.931034	1930.12069	1905.551724	1054.275862	1229.62069	1614.586207	840.8103448	1269.827586	1611.051724	1700.982759	1583.586207	964.5172414	1477.948276	1647.534483	1391.810345	602.2241379	602.2241379	1167	688.8275862	1345.068966	941.4482759	673	997.7241379	1090.586207	1004.672414	1231.603448	1077.741379	1086.293103	963.0517241	798.2068966	989.7068966	1181.948276	1349	1612.965517	882.0517241	812.3275862	1048.603448	1451.482759	1359.827586	1237.327586	1532.965517	1042.448276	576.2758621	968.2586207	1035.568966	1465.724138
18	3	WALKING_DOWNSTAIRS	514.2545455	480.3272727	823.0181818	874.2363636	707.3454545	774.2181818	672.2727273	732.0909091	993.1272727	818	1085.2	922.1454545	1182.236364	1049.327273	955.3090909	389.2363636	389.2363636	630.6727273	871.4	1132.072727	473.3454545	555.6	798.9636364	725.8181818	740.3272727	976.3090909	828.4545455	1054.818182	942.0363636	437.4909091	639.7272727	846.8363636	1122.454545	1689.927273	1894.763636	1668.981818	1637.036364	719.2363636	1126.981818	984.4909091	1154.745455	1350.454545	1760.636364	1551.236364	901.9818182	1519.309091	1563.381818	1347.618182	643.6909091	643.6909091	949.2	710.6545455	1185.218182	621.5272727	550.6181818	948.0727273	709.9272727	815.5090909	982.7272727	874.6	1056.381818	845.4181818	420	658.4909091	1044.6	1151.690909	1378.872727	712.9818182	848.7818182	856.5454545	1363.272727	930.3454545	1136.690909	1101.418182	1049.472727	754.7636364	1251.836364	1203.327273	1089.254545
18	4	SITTING	2358.263158	1969.631579	2376.157895	2392.754386	2283.929825	2234.964912	2283.929825	2132.070175	2473.105263	2624.649123	2529.736842	2389.333333	2605.807018	2633.561404	2497.719298	2282.894737	2282.894737	2227.596491	2568.438596	2660.122807	2338.982456	2068	2349.649123	2280.77193	2142.719298	2436.333333	2623.701754	2502.350877	2424.122807	2461.333333	2235.842105	2593.824561	2647.947368	1523.561404	791.5263158	947.1052632	1678.842105	2231.192982	1454.736842	2176.631579	1805.210526	1523.982456	954.3508772	1656.912281	1744.017544	1795.614035	1384.210526	1585.280702	2270.508772	2270.508772	2386.929825	2424.77193	2671.298246	2359.157895	1997.22807	2442.315789	2348.929825	2175.666667	2486.052632	2550.596491	2569.859649	2380.947368	2238.122807	2227.807018	2615.421053	2670.298246	2018.842105	1942.245614	1716.157895	2171.824561	1870.403509	1956.315789	1982.631579	1430.736842	1901.491228	2026.929825	2185.368421	1753.368421	1993.263158
18	5	STANDING	2220.013699	1591.876712	2039.30137	2381.520548	1896.60274	1933.616438	2162.876712	1868.945205	2341.356164	2026.479452	2287.849315	2088.780822	2138.863014	2394.136986	2097.205479	1966.260274	1966.260274	2028.726027	2149.054795	2291.315068	2210.246575	1684.123288	2012.643836	2169.232877	1869.890411	2358.178082	2015.657534	2261.109589	2127.287671	2137.561644	2056.123288	2175.616438	2283.205479	1594.109589	1166.671233	1100.246575	2003.356164	579.3287671	1574.726027	2072.136986	1696.863014	1449.164384	1198.287671	1732.328767	1968.260274	1306.821918	1331.945205	1446.082192	1911.082192	1911.082192	2170.452055	2044.534247	2272.60274	2210.068493	1660.123288	2162.753425	2223.232877	1921.479452	2316.863014	2000.082192	2332.863014	2080.260274	1933.041096	2020.657534	2211.630137	2304.547945	1793.493151	1408.506849	1341	2178.164384	1242.109589	1789.164384	1439.794521	1508	1565.712329	1293.945205	1964.342466	1321.191781	1359.082192
18	6	LAYING	1916.846154	2106.707692	2537.215385	1849.015385	2538.538462	2525.630769	1906.323077	2179.553846	2535.553846	2626.415385	2400.753846	2417.769231	2731.061538	2366.861538	2426.553846	2266.123077	2266.123077	2127.492308	2499.507692	2462.415385	1894.323077	2195.615385	2514.676923	1916.276923	2127.415385	2521.615385	2608.892308	2387.8	2453.4	2453.846154	2138.753846	2548.8	2472.046154	1466.415385	848.6	648.6307692	88.84615385	2625.523077	2366.415385	2131.584615	1821.292308	1380.476923	1044.107692	1547.661538	2040.569231	1691.2	1319.492308	1453.923077	2231.230769	2231.230769	2257.892308	2397.107692	2517.138462	1939.184615	2153.615385	2583.830769	1969.215385	2264.123077	2526	2601.030769	2412.169231	2397.046154	2209.753846	2122.846154	2499.184615	2461.2	1565.184615	2131.876923	2153.138462	2045.661538	2086.876923	2270.046154	1766.769231	1385.323077	2105.615385	2047.076923	2003.876923	1954.2	1847.323077
